ArmCount,Biomarkers,Condition,Controls,DevStatus,DevStatusId,Drug,DrugId,EnrollmentCount,Interventions,Patients,ProtocolAcronym,ProtocolTitle,Reference,Sponsor,TrialId,TrialStartDate,TrialStatus
2,null,Retinal venous occlusion,null,Phase 2 Clinical,C2,"triamcinolone acetonide (nasal spray, allergic rhinitis), Sanofi",12937,null,bevacizumab; triamcinolone acetonide,null,null,Intravitreal Bevacizumab versus Intravitreal Triamcinolone in Central Retinal Vein Occlusion (CRVO),8886; NCT01178697,Shaheed Beheshti Medical University,69043,"JANUARY  , 31, 2010",Recruiting
2,cortisol,Asthma,null,Phase not specified,NS,"ciclesonide (metered dose inhaler), Teijin/Covis/AstraZeneca",12803,896,ciclesonide,680,ACE,"A randomized, double-blind, two-arm, parallel-group study to compare the efficacy and safety of ciclesonide 320 mg versus ciclesonide 160 mg in patients with severe persistent asthma",ACE; BY9010/M1-140,Takeda GmbH,76906,"MAY      , 07, 2007",Status not specified
1,null,Proctitis,null,Phase 2 Clinical,C2,"budesonide (rectal foam, ulcerative colitis), Dr Falk Pharma/Salix/Ajinomoto/EA Pharma/Kissei/Meda",59670,17,Rectabul,17,null,Budesonide Foam Versus Placebo for Prevention of Acute Radiation Proctitis,BUF-17/RAP; EUDRACT NO.: 2007-002082-13; NCT00828230,Dr Falk Pharma GmbH,129552,"SEPTEMBER, 30, 2008",Terminated
1+,null,Chronic obstructive pulmonary disease,null,Phase 1 Clinical,C1,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",59060,48,GSK-2834425; Relovair; Zephyr,44,null,"Pharmacokinetic Study in Healthy Volunteers to Characterize the Exposure of Fluticasone Furoate (FF), Vilanterol (VI) and Umeclidinium (UMEC) at Two Different Doses",200587; NCT01894386,GlaxoSmithKline plc,145910,"JULY     , 15, 2013",Completed
1,null,Scar tissue,null,Phase 4 Clinical,C4,"triamcinolone acetonide (nasal spray, allergic rhinitis), Sanofi",12937,176,triamcinolone acetonide,176,Keloid,"Surgical and Aesthetic Outcome, Quality Of Life, and Cost-Effectiveness of Keloid Treatment",2012-002675-34; Keloid; NL40235.078.12,null,116826,null,Recruiting
2,Diastolic blood pressure; Glucose; Heart rate; Potassium; Pulse rate; Systolic blood pressure; Urine cortisol,Asthma,fluticasone propionate,Phase 3 Clinical,C3,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",59060,503,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",503,null,Fluticasone Furoate/GW-642444 Inhalation Powder Long-term Safety Study,106839; HZA106839; NCT01018186,GlaxoSmithKline plc,62136,"OCTOBER  , 31, 2009",Completed
3+,FEV1; PEF,Asthma,null,Phase 4 Clinical,C4,"triamcinolone acetonide (nasal spray, allergic rhinitis), Sanofi",12937,350,fluticasone propionate; fluticasone propionate; fluticasone propionate + salmeterol xinafoate; salmeterol xinafoate; triamcinolone acetonide,350,null,"A phase IV, randomized, double-blind, triple-dummy, parallel group study to compare the safety and efficacy of fluticasone propionate, triamcinolone acetonide, and fluticasone propionate in combination with salmeterol xinafoate, each delivered via a metered-dose inhaler, in subjects with asthma who remain symptomatic despite receiving inhaler corticosteroids",FLTA4021,GlaxoSmithKline plc,115129,"NOVEMBER , 01, 1996",Status not specified
1,null,Ocular inflammation,null,Phase 2a Clinical,C2A,"difluprednate (ophthalmic emulsion, ocular inflammation/pain ), Alcon",55599,24,difluprednate,24,null,Study of Difluprednate Ophthalmic Emulsion in the Treatment of Postoperative Inflammation,NCT00406497; SJE2079/2-03-PC,Sirion Therapeutics Inc,21563,"APRIL    , 30, 2003",Completed
2,null,Adhesive capsulitis,lidocaine; triamcinolone acetonide,Phase not specified,NS,"triamcinolone acetonide (nasal spray, allergic rhinitis), Sanofi",12937,58,Allogenic Platelet Rich Plasma (PRP),58,null,Intra-articular Injection of Allogeneic Platelet Rich Plasma (PRP) for Adhesive Capsulitis,BRM-11-02; NCT01458691,Seoul National University Hospital,115577,"SEPTEMBER, 30, 2013",Completed
1,Forced expiratory volume in 1 s (FEV1),Asthma,null,Phase 2 Clinical,C2,"fluticasone furoate (inhaled, respiratory disorders), GlaxoSmithKline",57097,550,"fluticasone furoate (inhaled, respiratory disorders), GlaxoSmithKline",550,null,"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multicenter Study to Evaluate the Efficacy and Safety of GW-685698X Inhalation Powder 200 microg bid, qd and 400 microg qd in the Morning Compared with Placebo for 8 Weeks in Adolescent and Adult Subjects (12 Years of Age and Older) with Persistent Asthma Symptomatic on Low-Dose ICS Therapy",2005-001841-40; EudraCT 2005-001841-40; FFA102714,GlaxoSmithKline plc,117746,"OCTOBER  , 05, 2005",Recruiting
3,null,Psoriasis,Daivobet; Dermoval,Phase 2 Clinical,C2,"calcitriol + clobetasol propionate (spray, psoriasis vulgaris), Galderma",87535,32,calcitriol + clobetasol propionate,32,null,"Clinical Efficacy Evaluation of a Fixed Combination of Calcitriol 3 microg/g With Three Concentrations (100, 250, 500 microg/g) of Clobetasol Propionate as Spray Formulation Using the Modified Dumas-Scholtz Psoriasis Mini Plaque Test Under Non-Occlusive Conditions",EudraCT 2006-006487-32; RD.03.SPR. 40041,Galderma SA,117900,"FEBRUARY , 27, 2007",Recruiting
3,null,Asthma,Seretide Diskus,Phase 3 Clinical,C3,"budesonide + salmeterol  (inhalation powder, respiratory diseases), Laboratoires SMB",78537,500,Axahaler; Busal,500,null,"A Phase III, Randomized, Parallel-Group Study to Compare the Therapeutic Efficacy of SMB Budesonide-Salmeterol DPI Capsule 300/25 microg bid Delivered By The Axahaler Versus Seretide Diskus 500/50 microg (Fluticasonepropionate 500 microg/Salmeterol 50 microg) bid Over 12 Weeks and to Evaluate the Safety of SMB Budesonide-Salmeterol 300/25 microg Over an Additional Period of 12 Weeks in Moderate to Severe Persistent Asthmatic Patients",BUSAL-III-05-1; EudraCT 2006-001514-33,Laboratoires SMB SA,117985,"JUNE     , 05, 2006",Completed
2,Blood pressure; Body temperature; Heart rate,Inflammatory disease,prednisolone,Phase 1 Clinical,C1,BI-653048,56124,56,BI-653048,56,null,"Safety, Tolerability, Pharmacodynamics and Pharmacokinetics of BI-653048 BS H3PO4 Capsule Assessing Endotoxin-induced Inflammatory Response in Healthy Male Subjects",1262.9; NCT02224105,Boehringer Ingelheim International GmbH,208883,"MARCH    , 31, 2010",Completed
2,C-peptide; glucose; insulin,Rheumatoid arthritis,prednisone,Phase 1 Clinical,C1,fosdagrocorat,59618,18,PF-04171327,18,null,Single-Dose Study Of PF-04171327 And Prednisone On Carbohydrate Metabolism,A9391006; NCT01199900,Pfizer Inc,70377,"AUGUST   , 31, 2010",Completed
1,null,Graft versus host disease,null,Phase 2 Clinical,C2,"beclomethasone dipropionate (oral, radiation enteritis), Soligenix",49161,2,orBec,2,null,Study of orBec as Monotherapy in the Treatment of Patients With Upper GI Symptoms Caused by Chronic Graft Versus Host Disease (GVHD),BDP-GVHD-08; NCT01925950,Soligenix Inc,151308,"DECEMBER , 31, 2013",Terminated
2,null,Crohns disease,mesalazine,Phase 3 Clinical,C3,"budesonide (gastroresistant capsule, Crohn's disease/ulcerative colitis), Dr Falk Pharma/Salix",59671,311,budesonide,311,null,Oral Budesonide Versus Oral Mesalazine in Active Crohn's Disease (CD),2004-001213-34; BUC-52/CDA; NCT00300118,Dr Falk Pharma GmbH,16108,"SEPTEMBER, 30, 2004",Completed
1,null,Psoriasis,null,Phase 4 Clinical,C4,"clobetasol propionate foam, Connetics",18168,58,clobetasol,58,null,Evaluation of the Efficacy and Tolerability of Clobetasol Propionate Foam Compared to Vehicle Foam,NCT00842153; OEF0701,Stiefel,193445,"NOVEMBER , 30, 2007",Completed
2,Albumin; C-reactive protein; Creatinine; Extracellular fluid; Lean body mass; Natriuretic peptides B; Phase angle; Sodium; Total body mass; Total body water,Bullous pemphigoid,null,Phase 4 Clinical,C4,"clobetasol propionate foam, Connetics",18168,35,Clarelux; Impedance analysis,35,RECOPB,Evaluation of Fluid Retention Due to Superpotent Topical Corticosteroid,2014-002804-26; 2014/110/HP; NCT02360202; RECOPB,Rouen University Hospital,221587,"APRIL    , 30, 2015",Recruiting
1,null,Dyspnea,null,Phase 4 Clinical,C4,"beclomethasone dipropionate, (CFC-free), Teva",44414,7,Qvar,93,ICSADP,Effectiveness of Inhaled Corticosteroids in Preschool Children With Acute Dyspnea and Wheeze,2009-009579-36; ICSADP; NCT00962299; NL26689.075.09,Isala Klinieken,192333,"MAY      , 31, 2010",Terminated
1,FEV1,Chronic obstructive pulmonary disease,null,Phase 3 Clinical,C3,"triamcinolone acetonide (nasal spray, allergic rhinitis), Sanofi",12937,1116,triamcinolone acetonide,1116,null,Lung Health Study II,207; NCT00000569,National Heart Lung and Blood Institute,3630,"SEPTEMBER, 30, 1993",Completed
3,Blood pressure; Heart rate; Hydrocortisone; Peak expiratory flow rate; Potassium,Asthma,Avamys; Relovair,Phase 1 Clinical,C1,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",59060,16,vilanterol,16,null,Comparing Two Respiratory Drugs in Combination and Separately From a Novel Inhaler Device in Healthy Japanese Subjects,HZA102940; NCT00625196,GlaxoSmithKline plc,23384,"FEBRUARY , 27, 2008",Completed
2,null,Uveitis,betamethasone sodium phosphate,Phase 3 Clinical,C3,"difluprednate (ophthalmic emulsion, ocular inflammation/pain ), Alcon",55599,140,difluprednate,140,null,Study of Difluprednate Ophthalmic Emulsion in the Treatment of Uveitis,NCT00406887; SJE2079/3-01-PC,Sirion Therapeutics Inc,21748,"AUGUST   , 31, 2002",Completed
1,Fovea centralis,Diabetic macular edema,null,Phase 2 Clinical,C2,"difluprednate (ophthalmic emulsion, ocular inflammation/pain ), Alcon",55599,90,"difluprednate (ophthalmic emulsion, ocular inflammation/pain ), Alcon",90,null,Efficacy and Safety of SJE-2079 for Diabetic Macular Edema,UMIN000011873,Senju Pharmaceutical Co Ltd,243944,"SEPTEMBER, 26, 2013",Completed
1,null,Esophageal disease,null,Phase 1 Clinical,C1,"triamcinolone acetonide (nasal spray, allergic rhinitis), Sanofi",12937,12,fluticasone; triamcinolone acetonide,12,null,Phase I Study of Combination Therapy with Endoscopic Triamcinolone Injection and Fluticasone Swallowing for The Prevention of Esophageal Stricture After Endoscopic Submucosal Dissection,JPRN-UMIN000010383,Ishikawa Prefectural Central Hospital,137612,"APRIL    , 01, 2013",Not yet recruiting
3,Blood pressure; Heart rate; QT interval,Asthma,null,Phase 1 Clinical,C1,"beclomethasone dipropionate + formoterol fumarate + CHF-5992 (inhaled, COPD), Chiesi",73605,50,"beclomethasone dipropionate + formoterol fumarate + CHF-5992 (inhaled, COPD), Chiesi; charcoal block; pressurized metered dose inhaler",50,null,Clinical Pharmacology Study to Evaluate the Total Systemic Exposure and Lung Bioavailability of CHF-5993 pMDI Combination in Healthy Volunteers,CCD-05993AB2-01; NCT02359292,Chiesi Farmaceutici SpA,221592,"FEBRUARY , 28, 2015",Completed
2,null,Asthma,"beclometasone (inhaled, CFC-free), Teva",Phase 3 Clinical,C3,"beclomethasone dipropionate, (CFC-free), Teva",44414,1568,"ciclesonide (metered dose inhaler), Nycomed",1568,null,Effects of ciclesonide and beclomethasone on lens opacification in adult subjects with moderate to severe persistent asthma,NCT00254956; SFY6160; XRP1526B/3027,Sanofi SA,22103,"JANUARY  , 31, 2004",Completed
1,null,Alopecia,null,Phase 4 Clinical,C4,"clobetasol propionate foam, Connetics",18168,30,clobetasol propionate,30,null,Safety and Efficacy of Clobetasol Propionate 0.05% E Foam in Alopecia,NCT01111981; VDC2009O,Callender Center for Clinical Research,66010,"OCTOBER  , 31, 2009",Recruiting
1,Forced expiratory volume,Asthma,null,Phase 3 Clinical,C3,"ciclesonide (metered dose inhaler), Teijin/Covis/AstraZeneca",12803,21,ciclesonide,21,null,Effect of Inhaled Ciclesonide in Adult Patients With Asthma,BY9010/M1-125; NCT00546520,AstraZeneca plc,22951,"APRIL    , 30, 2002",Completed
1,FEV1,Asthma,null,Phase 3 Clinical,C3,"ciclesonide (metered dose inhaler), Teijin/Covis/AstraZeneca",12803,528,ciclesonide,528,null,Efficacy and Safety of Ciclesonide (CIC) Administered Twice-Daily in Pediatric Patients With Asthma,EFC6695; EudraCT: 2006-004740-22; NCT00392288; XRP1526,Takeda Pharmaceuticals International GmbH,22410,"SEPTEMBER, 30, 2006",Completed
1,C-reactive protein (CRP); Interleukin-6 (IL-6); Monocyte chemoattractant protein-1 (MCP-1),Chronic obstructive pulmonary disease,null,Phase 4 Clinical,C4,"fluticasone furoate (nasal, allergic rhinitis), GSK",42259,50,Allermist,50,null,Inhaled Steroid Reduces Systemic Inflammation in COPD,4027; NCT00175565,University of British Columbia,13589,"JANUARY  , 31, 2002",Completed
2,ALP; ALT; AST; Albumin; Basophils; Bilirubin; Blood pressure; Calcium; Chloride; Cholesterol; Cortisol; Creatinine; Diastolic blood pressure; Eosinophils; FEV1; GGT; Heart rate; Hemoglobin; Inorganic phosphorus; LD; Leukocyte count; Lymphocytes; Monocytes; PFE; Platelets; Potassium; Red blood cells; Sodium; Systolic blood pressure; Total neutrophils; Total protein; Uric acid; Urinary specific gravity; White blood cells; glucose,Asthma,fluticasone,Phase 2 Clinical,C2,"fluticasone furoate (inhaled, respiratory disorders), GlaxoSmithKline",57097,599,GW-685698X,599,null,A Randomized Study To Evaluate The Efficacy And Safety Of An Investigational Drug In Adolescent And Adult Subjects With Asthma Uncontrolled on Non-steroidal Therapy,2007-004442-32; FFA109687; NCT00603382,GlaxoSmithKline plc,151197,"DECEMBER , 01, 2007",Completed
1,Albumin; Alkaline phosphatase; Aspartate aminotransferase; Bilirubin; Bone mineral density; Prothrombin time,Primary biliary cholangitis,null,Phase Not Applicable,PNA,"budesonide (oral capsule/enema, Crohn's disease/microsopic colitis/ulcerative colitis), AstraZeneca/ Tillotts Pharma/ Perrigo",55981,null,Entocort,null,null,Oral Budesonide in the Treatment of Patients With Primary Biliary Cirrhosis and Overlap Features of Autoimmune Hepatitis,07-003586; BUDESONIDE; NCT00587119,Mayo Clinic Foundation,201346,"DECEMBER , 31, 2007",Terminated
1,FEV1; eosinophil,Asthma,null,Phase 3 Clinical,C3,"ciclesonide (metered dose inhaler), Teijin/Covis/AstraZeneca",12803,26,ciclesonide,26,null,Effect of Ciclesonide on Exercise Induced Bronchoconstriction,BY/M1-121; NCT00525772; OBCIEX,Hamilton Health Sciences Corp,22397,"NOVEMBER , 30, 2001",Completed
4,Forced expiratory volume; Peak expiratory flow rate,Asthma,ciclesonide; formoterol fumarate,Phase 2 Clinical,C2,"ciclesonide (metered dose inhaler), Teijin/Covis/AstraZeneca",12803,240,Ultrahaler; ciclesonide + formoterol,240,ADVICE,Safety and Tolerability of Ciclesonide and Formoterol Fumarate Inhaled Once Daily in Patients With Asthma (18 to 75 years),2004-004708-19; ADVICE; BY9010/M1-506; NCT00314509,"AstraZeneca plc, Takeda GmbH",21993,"JULY     , 31, 2005",Completed
3,Forced Vital Capacity; Forced expiratory volume; Peak expiratory flow rate; cortisol,Asthma,null,Phase 3 Clinical,C3,"ciclesonide (metered dose inhaler), Teijin/Covis/AstraZeneca",12803,450,Alvesco; spacer AeroChamber Plus; spacer AeroChamberMAX,468,null,Efficacy and Safety of Ciclesonide Administered With or Without Different Spacers in Patients With Asthma (12 to 75 years),2005-002163-84; BY9010/M1-145; NCT00163436,"AstraZeneca plc, Takeda GmbH",22041,"SEPTEMBER, 30, 2005",Completed
2,Muscle stiffness,Pain,Monovisc,Phase 3 Clinical,C3,CINGAL,103224,368,CINGAL,368,null,CINGAL Study for Knee Osteoarthritis,Cingal 13-01; NCT01891396,Anika Therapeutics Inc,144187,"JUNE     , 30, 2013",Completed
1,null,Macular edema,null,Phase 2 Clinical,C2,"triamcinolone acetonide (nasal spray, allergic rhinitis), Sanofi",12937,50,bevacizumab; triamcinolone acetonide,50,null,Comparative Study on Triamcinolone and Bevacizumab Efficacy in Macular Edema Treatment and in Retinic or Chorioretinic Neovessels Treatment,08059906; EudraCT 2007-003032-37,IRCCS Policlinico San Matteo,141193,"MAY      , 30, 2007",Completed
2,null,Uveitis,null,Phase 3 Clinical,C3,"fluocinolone acetonide (intraocular implant), Alimera/pSivida",52822,38,MK II inserter; fluocinolone acetonide,38,null,"A Controlled, Multicenter Study of the Utilization and Safety of the MK II Inserter and the Safety of the FAI Insert in Subjects With Non-infectious Uveitis Affecting the Posterior Segment of the Eye",NCT02748512; PSV-FAI-006,EyePoint Pharmaceuticals Inc,259049,"FEBRUARY , 29, 2016",No longer recruiting
2,Alanine transaminase; Aspartate aminotransferase; C-reactive protein; High-density lipoprotein cholesterol; Lipids; Low-density lipoprotein cholesterol; Total cholesterol; Triglycerides,Psoriasis,null,Phase 2 Clinical,C2,"betamethasone valerate (topical emollient foam, psoriasis/dermatitis), Foamix",53978,28,Atorvastatin; betamethasone valerate,28,null,Efficacy of Atorvastatin as Adjunctive Treatment for Chronic Plaque Type Psoriasis,NCT02432040; PDS_PGH_2013_002,Philippine dermatological society,228274,"FEBRUARY , 28, 2013",Completed
1,Intraocular pressure; Retina; Visual acuity,Diabetic macular edema,null,Phase 4 Clinical,C4,"fluocinolone acetonide (intraocular implant), Alimera/pSivida",52822,12,Iluvien,11,RESPOND,A Pilot Study on the Effect and Safety of Iluvien in Chronic Diabetic Macular Edema Patients,2014-003491-23; 4C-2014-06; NCT02359526; RESPOND,Association for Innovation and Biomedical Research on Light and Image,221579,"OCTOBER  , 31, 2014",Completed
2,null,Pain,triamcinolone acetonide,Phase 0 Clinical,C0,"triamcinolone acetonide (nasal spray, allergic rhinitis), Sanofi",12937,50,Platelet Rich Plasma,50,null,Efficacy of Platelet Rich Plasma versus Corticosteroid Injections for Treating Greater Trochanteric Pain Syndrome,GTPS PRP VS STEROID; NCT02031367,Carl R Darnall Army Medical Center,166920,"MARCH    , 31, 2014",Not yet recruiting
1,null,Herpes simplex virus infection,null,Phase 3 Clinical,C3,"aciclovir + hydrocortisone (dermatological), Medivir",17335,254,"aciclovir + hydrocortisone (dermatological), Medivir",134,null,Safety Study Of ME-609 For Treatment Of Herpes Simplex Labialis In Adolescents,609-07; EudraCT: 2006-002828-42; NCT00375570,Medivir AB,11579,"OCTOBER  , 31, 2006",Completed
1,null,Eosinophilic esophagitis,null,Phase 3 Clinical,C3,"budesonide (orodispersible tablet, eosinophilic esophagitis), Dr Falk Pharma/Salix",106967,204,Jorveza,204,EOS-2,Maintenance of Remission With Budesonide Orodispersible Tablets versus Placebo in Eosinophilic Esophagitis,2014-001485-99; BUL-2/EER; EOS-2; NCT02493335,Dr Falk Pharma GmbH,234441,"JANUARY  , 15, 2016",No longer recruiting
